Index,demand
0,0.045189577275665894
1,0.029512521048510685
2,0.03613214478759404
3,0.042319015868200804
4,0.06213485833010211
5,0.020069974473409448
6,0.04443437612167453
7,0.16091487059118545
8,0.04145130153337427
9,0.0472910683738691
10,0.0390005340955181
11,0.261595231037408
12,0.24404309792935888
13,0.021717444145350342
14,0.14995512539370062
15,0.05197102438501754
16,0.15094188989364074
17,0.09081373462578902
18,0.117435187458688
19,0.0742554268136511
20,0.012743897029203343
21,0.021656878287817708
22,0.08895742501508985
23,0.04163746187189057
24,0.45023327612414105
25,0.10152670179864588
26,0.038884704526102515
27,0.08773409533322926
28,0.06553098714948806
29,0.015455908301296617
30,0.02408811955026729
31,0.03135321207088354
32,0.031337602910814596
33,0.1274004641822291
34,0.2778306281879054
35,0.5354953376244588
36,0.052454545407860154
37,0.04083391598835408
38,0.11735157830985156
39,0.1576072491092069
40,0.009224763552405068
41,0.006832576346108664
42,0.023929710010797862
43,0.06747312341459183
44,0.042252251045994435
45,0.0645264676458206
46,0.03342701782442854
47,0.42743270481902507
48,0.0963215622633948
49,0.07040640676571379
50,0.28304864309720623
51,0.08768201733027928
52,0.024486139867566398
53,0.1737474737307508
54,0.02271990895383185
55,0.06904394505050565
56,0.10142032690241848
57,0.04507249365710757
58,0.0204808877873193
59,0.03718653381506028
60,0.06171563154431805
61,0.07432581828393588
62,0.06915166517125104
63,0.07087082387885574
64,0.038919248500663695
65,0.3952378881213889
66,0.025100594657293786
67,0.03824798487316687
68,0.04751469980128672
69,0.03613645173262085
70,0.03159753093471579
71,0.038801474750476135
72,0.006779768204371326
73,0.024552252576292722
74,0.05367033034024976
75,0.023570164955012057
76,0.05555490468809008
77,0.153392208644497
78,0.16933032109968318
79,0.04684361325052822
80,0.03806777949853497
81,0.019365998531235714
82,0.010874438006334806
83,0.060609113292653415
84,0.07832151134096399
85,0.06793682383036563
86,0.17142907907893726
87,0.4721444075363593
88,0.057031018278798494
89,0.04301303785496052
90,0.01815120258312912
91,0.031040537712478878
92,0.09921747864531831
93,0.14401442443326457
94,0.1664980446659716
95,0.02378382374211544
96,0.02867424346047064
97,0.03455453700280487
98,0.011111620079468325
99,0.0099803453179566
100,0.03226710665277895
101,0.037401712221323664
102,0.04061728249127072
103,0.14918091219212684
104,0.08683291418272077
105,0.04767544778527883
106,0.03909547879509974
107,0.07095470310866883
108,0.49413052056846163
109,0.06590764702408816
110,0.026378544296525662
111,0.02144163088965481
112,0.04186099441258095
113,0.06821344013809139
114,0.025887915995975286
115,0.14853941836554221
116,0.14986286646165867
117,0.10507350940724251
118,0.058218689658319854
119,0.05590765719063609
120,0.021263397074205242
121,0.03474115751859412
122,0.0332587264842007
123,0.02667984448106229
124,0.004787281223716854
125,0.06583394518110958
126,0.05187698228760561
127,0.24648025039455146
128,0.019983429878838707
129,0.038166623219166154
130,0.0290760291788595
131,0.018991504505007688
132,0.01787518439821004
133,0.020073631563823496
134,0.03715068912836497
135,0.03169115459282678
136,0.08267908847347413
137,0.1336835389569141
138,0.25758695796650655
139,0.03876957140297429
140,0.04242224702661004
141,0.08384552243916107
142,0.059878187120632156
143,0.021883750177209685
144,0.06877378064539295
145,0.0182725522782037
146,0.012739062877532143
147,0.02645462065568785
148,0.0717377981429003
149,0.038721967265278774
150,0.02916605209986032
151,0.03461027020861472
152,0.07211254528437099
153,0.06996429176056103
154,0.13021167022840882
155,0.1156635613480374
156,0.24296366571006398
157,0.0810741163649115
158,0.07018176580879935
159,0.019097827366509283
160,0.05021541903328152
161,0.03503563255060139
162,0.13130327652158474
163,0.0413690826314884
164,0.7178420197364831
165,0.11455357739900261
166,0.02176383609697833
167,0.09029006904910496
168,0.042381408529719285
169,0.04583322121286493
170,0.021690181532631903
171,0.020603294733089438
172,0.011877769006748749
173,0.044815475521553114
174,0.018845971295939283
175,0.02153484744077366
176,0.06345802938002609
177,0.053598045279824695
178,0.08834680092138168
179,0.07749638945931361
180,0.12022888976897461
181,0.25038396173116534
182,0.42728011342631383
183,0.07135704281713923
184,0.025780586900827837
185,0.07279395296428132
186,0.015061661835526036
187,0.0537846574206817
188,0.00857480535331611
189,0.052622346415650154
190,0.06813496329209504
191,0.12104447960535861
192,0.06528993786276618
193,0.09423393459101631
194,0.036991513628653536
195,0.07734686353900284
196,0.021064449783514686
197,0.017422944559253917
198,0.103954511138031
199,0.030630582822206834
200,0.032517239930169396
201,0.02818861123200445
202,0.00832966483972945
203,0.032179848701430154
204,0.04493606559182764
205,0.06777779796786884
206,0.08228591567527964
207,0.09070883244649502
208,0.11846240439093524
209,0.1386407630001466
210,0.11822304353361071
211,0.11002506831656306
212,0.013852512505376694
213,0.09129676556514131
214,0.05429820923968414
215,0.012831375193723871
216,0.04839315118563751
217,0.10137917620523243
218,0.024902148674495517
219,0.020196770604249736
220,0.055406096415395026
221,0.03977533640720985
222,0.012900348119920937
223,0.05419101932769323
224,0.0692138134408601
225,0.03218330421758371
226,0.06785925135394492
227,0.022107925030790513
228,0.037648708231081865
229,0.06567530631635557
230,0.036568611081064364
231,0.07532564523357196
232,0.07857594389957061
233,0.13425560626714758
234,0.3054156577745708
235,0.11760714373351819
236,0.14850268814041231
237,0.07386879031331939
238,0.08378656978874092
239,0.09717753948889989
240,0.08393858185547991
241,0.053481374571163684
242,0.025861177729960712
243,0.24986312470407923
244,0.07770887141698951
245,0.09412101888117969
246,0.06783708596255791
247,0.08799952348633218
248,0.0246665151150549
249,0.03161968039612953
250,0.008553893266576261
251,0.01889346488204062
252,0.014823748933725773
253,0.05854102102282974
254,0.142692071276131
255,0.07001188068160545
256,0.035964110511575276
257,0.10445315912940759
258,0.26716666103084885
259,0.13687587558279676
260,0.016417167281996783
261,0.23957500477566437
262,0.06964218704426399
263,0.40816695783140106
264,0.1507864065576016
265,0.07139333889588474
266,0.014646017488339798
267,0.04916300031625909
268,0.06089981410952358
269,0.11829908002843244
270,0.263224281533329
271,0.05247197151642756
272,0.41576153568275637
273,0.09703342801488792
274,0.06708532539145873
275,0.015303830132753625
276,0.021961177117531917
277,0.05073341597788281
278,0.07279853645686833
279,0.019826900581698826
280,0.14881137796120686
281,0.2615872049174829
282,0.14148028966941464
283,0.09491379162215458
284,0.03144530160960341
285,0.11512902903410036
286,0.16999666831298554
287,0.2654168529381249
288,0.057580887306372314
289,0.059390287773629424
290,0.018077277114270304
291,0.06023787075834761
292,0.5428323733184329
293,0.04281479980081516
294,0.04339674471566791
295,0.2671692145508536
296,0.25084060899870786
297,0.008601931335053077
298,0.016724188569357114
299,0.04832205655826324
300,0.058198063312797324
301,0.13857726855881677
302,0.25373316162746745
303,0.13925174153384062
304,0.06114192851317595
305,0.2597516390095821
306,0.24431969841776793
307,0.1440744118208678
308,0.25989684262927554
309,0.411385839463752
310,0.07504677236743382
311,0.02033521705753061
312,0.04558631526275539
313,0.08266532320992127
314,0.05370631254469894
315,0.16255942066183596
316,0.713212461636752
317,0.00437783984342083
318,0.0804339376220025
319,0.4082049617131881
320,0.013617083574357293
321,0.053312689458484996
322,0.25703802677312043
323,0.011368917380745918
324,0.05548909928006944
325,0.09278257589364497
326,0.028597819851428133
327,0.038437617834761115
328,0.16507458395776858
329,0.06527049159029981
330,0.11186754859173803
331,0.12652053642250194
332,0.1401974728988254
333,0.24897290294953617
334,0.27913127214278416
335,0.15995167156990328
336,0.03478494494658243
337,0.268354754159829
338,0.280986384517789
339,0.12599830487539315
340,0.7291651228901447
341,0.4266414447206406
342,0.28110491387712033
343,0.021791705816853735
344,0.12631145563656232
345,0.06497300895231774
346,0.03492541160978743
347,0.012504229805026109
348,0.016950557172902364
349,0.04804768452015213
350,0.009302368661187787
351,0.015456858164336715
352,0.027474588785183038
353,0.06600112048623659
354,0.1341067227079912
355,0.1267442673468178
356,0.1682340332366883
357,0.10635291314081204
358,0.14759323133741462
359,0.11040079637454235
360,0.026782221332235078
361,0.11757770631850759
362,0.26144122987258334
363,0.01865164504962212
364,0.09161975313610152
365,0.6766567430813102
366,0.779978150127972
367,0.5426199720704048
368,0.00560554364262069
369,0.040641749811839184
370,0.016586852365095092
371,0.055040061268147394
372,0.2860523192172956
373,0.06075974298709084
374,0.02146559761460152
375,0.04786607691277583
376,0.03708624379136139
377,0.0580044488661979
378,0.0700980761873805
379,0.07228606655953378
380,0.015266597775593417
381,0.2547559146363585
382,0.01999212263860434
383,0.06270135102002473
384,0.12560343503791743
385,0.10473866787787585
386,0.04910212085581782
387,0.05525541402025474
388,0.0933406494105438
389,0.10766172058371412
390,0.022535937181943293
